name,industry,subindustry,price,old_price,change
Salem Al-Dawsari,Sports,Football (Soccer),4.00,8.13,-4.13
Sébastien Haller,Sports,Football (Soccer),4.00,9.10,-5.10
Tomáš Souček,Sports,Football (Soccer),4.00,7.94,-3.94
Yoane Wissa,Sports,Football (Soccer),4.00,5.19,-1.19
Hannibal Mejbri,Sports,Football (Soccer),3.00,4.10,-1.10
Lyle Foster,Sports,Football (Soccer),3.00,3.68,-0.68
Mat Ryan,Sports,Football (Soccer),3.00,7.15,-4.15
Musa Al-Taamari,Sports,Football (Soccer),3.00,2.54,+0.46
Percy Tau,Sports,Football (Soccer),3.00,6.17,-3.17
Tiger Woods,Sports,Golf,45.00,46.17,-1.17
Rory McIlroy,Sports,Golf,33.89,33.89,+0.00
Scottie Scheffler,Sports,Golf,32.67,32.67,+0.00
Phil Mickelson,Sports,Golf,30.89,30.89,+0.00
Bryson DeChambeau,Sports,Golf,22.00,9.18,+12.82
John Daly,Sports,Golf,20.32,20.32,+0.00
Jordan Spieth,Sports,Golf,19.21,19.21,+0.00
Jon Rahm,Sports,Golf,18.97,18.97,+0.00
Nelly Korda,Sports,Golf,18.12,18.12,+0.00
Xander Schauffele,Sports,Golf,16.98,16.98,+0.00
Sergio García,Sports,Golf,16.42,16.42,+0.00
Dustin Johnson,Sports,Golf,16.13,16.13,+0.00
Justin Thomas,Sports,Golf,15.63,15.63,+0.00
Brooks Koepka,Sports,Golf,15.45,15.45,+0.00
Collin Morikawa,Sports,Golf,15.43,15.43,+0.00
Rickie Fowler,Sports,Golf,14.79,14.79,+0.00
Viktor Hovland,Sports,Golf,14.78,14.78,+0.00
Ludvig Åberg,Sports,Golf,12.73,12.73,+0.00
Charley Hull,Sports,Golf,11.82,11.82,+0.00
Cameron Young,Sports,Golf,9.34,9.34,+0.00
Grant Horvat,Sports,Golf,8.00,0.95,+7.05
Jackson Koivun,Sports,Golf,5.98,5.98,+0.00
Simone Biles,Sports,Gymnastics,38.00,30.77,+7.23
Sidney Crosby,Sports,Hockey,28.00,27.37,+0.63
Connor McDavid,Sports,Hockey,26.00,27.57,-1.57
Auston Matthews,Sports,Hockey,18.00,13.13,+4.87
Gavin McKenna,Sports,Hockey,8.00,5.19,+2.81
Conor McGregor,Sports,Martial Arts,40.00,31.08,+8.92
Jake Paul,Sports,Martial Arts,34.00,24.05,+9.95
Khabib Nurmagomedov,Sports,Martial Arts,32.00,29.82,+2.18
Jon Jones,Sports,Martial Arts,28.00,29.17,-1.17
Islam Makhachev,Sports,Martial Arts,24.00,17.50,+6.50
Alex Pereira,Sports,Martial Arts,22.00,18.75,+3.25
Georges St-Pierre,Sports,Martial Arts,22.00,20.84,+1.16
Ilia Topuria,Sports,Martial Arts,22.00,19.70,+2.30
Ryan Garcia,Sports,Martial Arts,22.00,19.19,+2.81
Sean O'Malley,Sports,Martial Arts,22.00,12.13,+9.87
Israel Adesanya,Sports,Martial Arts,20.00,17.24,+2.76
Khamzat Chimaev,Sports,Martial Arts,20.00,14.52,+5.48
Alexander Volkanovski,Sports,Martial Arts,18.00,19.46,-1.46
Daniel Cormier,Sports,Martial Arts,18.00,25.43,-7.43
Max Holloway,Sports,Martial Arts,18.00,14.62,+3.38
Nate Diaz,Sports,Martial Arts,18.00,17.21,+0.79
Paddy Pimblett,Sports,Martial Arts,18.00,13.42,+4.58
Tom Aspinall,Sports,Martial Arts,18.00,15.48,+2.52
Amanda Nunes,Sports,Martial Arts,16.00,17.21,-1.21
Anderson Silva,Sports,Martial Arts,16.00,17.27,-1.27
Charles Oliveira,Sports,Martial Arts,16.00,18.78,-2.78
Dustin Poirier,Sports,Martial Arts,16.00,17.26,-1.26
Justin Gaethje,Sports,Martial Arts,16.00,18.75,-2.75
Merab Dvalishvili,Sports,Martial Arts,16.00,15.79,+0.21
Dricus Du Plessis,Sports,Martial Arts,14.00,13.89,+0.11
Jorge Masvidal,Sports,Martial Arts,14.00,9.87,+4.13
Kamaru Usman,Sports,Martial Arts,14.00,15.42,-1.42
Sean Strickland,Sports,Martial Arts,14.00,15.09,-1.09
Chael Sonnen,Sports,Martial Arts,12.00,12.82,-0.82
Colby Covington,Sports,Martial Arts,12.00,8.93,+3.07
Michael Chandler,Sports,Martial Arts,12.00,10.18,+1.82
Tony Ferguson,Sports,Martial Arts,12.00,12.98,-0.98
Valentina Shevchenko,Sports,Martial Arts,12.00,13.97,-1.97
Zhang Weili,Sports,Martial Arts,12.00,12.14,-0.14
Arman Tsarukyan,Sports,Martial Arts,10.00,13.98,-3.98
Belal Muhammad,Sports,Martial Arts,10.00,10.89,-0.89
Diego Lopes,Sports,Martial Arts,10.00,14.32,-4.32
Jiří Procházka,Sports,Martial Arts,10.00,14.21,-4.21
Kayla Harrison,Sports,Martial Arts,10.00,12.67,-2.67
Mackenzie Dern,Sports,Martial Arts,10.00,15.89,-5.89
Robert Whittaker,Sports,Martial Arts,10.00,11.46,-1.46
Rose Namajunas,Sports,Martial Arts,10.00,12.87,-2.87
Shavkat Rakhmonov,Sports,Martial Arts,10.00,11.19,-1.19
Alexa Grasso,Sports,Martial Arts,8.00,12.85,-4.85
Alexandre Pantoja,Sports,Martial Arts,8.00,10.98,-2.98
Bo Nickal,Sports,Martial Arts,8.00,8.92,-0.92
Carlos Ulberg,Sports,Martial Arts,8.00,13.79,-5.79
Magomed Ankalaev,Sports,Martial Arts,8.00,9.13,-1.13
Paulo Costa,Sports,Martial Arts,8.00,11.23,-3.23
Petr Yan,Sports,Martial Arts,8.00,12.98,-4.98
Umar Nurmagomedov,Sports,Martial Arts,8.00,9.12,-1.12
Joshua Van,Sports,Martial Arts,6.00,11.78,-5.78
Song Yadong,Sports,Martial Arts,6.00,9.89,-3.89
Tommy Mcmillen,Sports,Martial Arts,5.60,5.60,+0.00
Movsar Evloev,Sports,Martial Arts,5.00,8.21,-3.21
Lewis Hamilton,Sports,Racing,44.00,43.97,+0.03
Max Verstappen,Sports,Racing,40.00,21.37,+18.63
Michael Schumacher,Sports,Racing,36.00,39.42,-3.42
Lando Norris,Sports,Racing,30.00,25.59,+4.41
Charles Leclerc,Sports,Racing,28.00,24.43,+3.57
Fernando Alonso,Sports,Racing,26.00,22.87,+3.13
Oscar Piastri,Sports,Racing,24.00,19.85,+4.15
Sebastian Vettel,Sports,Racing,24.00,24.12,-0.12
Valentino Rossi,Sports,Racing,24.00,22.13,+1.87
Dale Earnhardt Jr,Sports,Racing,22.00,22.54,-0.54
Daniel Ricciardo,Sports,Racing,22.00,18.98,+3.02
George Russell,Sports,Racing,20.00,17.67,+2.33
Carlos Sainz,Sports,Racing,18.00,16.78,+1.22
Jeff Gordon,Sports,Racing,18.00,17.26,+0.74
Marc Márquez,Sports,Racing,18.00,17.91,+0.09
Danica Patrick,Sports,Racing,16.00,16.89,-0.89
Jimmie Johnson,Sports,Racing,16.00,16.43,-0.43
Sergio Pérez,Sports,Racing,16.00,14.65,+1.35
Chase Elliott,Sports,Racing,14.00,13.92,+0.08
Kimi Antonelli,Sports,Racing,14.00,25.87,-11.87
Kyle Larson,Sports,Racing,14.00,14.12,-0.12
Bubba Wallace,Sports,Racing,12.00,10.76,+1.24
Denny Hamlin,Sports,Racing,12.00,11.54,+0.46
Valtteri Bottas,Sports,Racing,12.00,12.14,-0.14
Alex Albon,Sports,Racing,10.00,10.17,-0.17
Franco Colapinto,Sports,Racing,10.00,9.34,+0.66
Joey Logano,Sports,Racing,10.00,10.39,-0.39
Pierre Gasly,Sports,Racing,10.00,10.82,-0.82
Ryan Blaney,Sports,Racing,10.00,10.03,-0.03
Yuki Tsunoda,Sports,Racing,10.00,9.73,+0.27
Esteban Ocon,Sports,Racing,8.00,8.59,-0.59
Gabriel Bortoleto,Sports,Racing,8.00,7.32,+0.68
Isack Hadjar,Sports,Racing,8.00,9.17,-1.17
Lance Stroll,Sports,Racing,8.00,7.89,+0.11
Liam Lawson,Sports,Racing,8.00,7.58,+0.42
Nico Hülkenberg,Sports,Racing,8.00,9.89,-1.89
Oliver Bearman,Sports,Racing,8.00,7.43,+0.57
Ty Gibbs,Sports,Racing,6.00,6.31,-0.31
Arvid Lindblad,Sports,Racing,5.00,5.87,-0.87
Ilona Maher,Sports,Rugby,16.00,9.43,+6.57
Katie Ledecky,Sports,Swimmer,20.00,16.03,+3.97
Serena Williams,Sports,Tennis,45.00,49.37,-4.37
Novak Djokovic,Sports,Tennis,42.00,39.19,+2.81
Rafael Nadal,Sports,Tennis,42.00,43.28,-1.28
Roger Federer,Sports,Tennis,42.00,41.98,+0.02
Carlos Alcaraz,Sports,Tennis,38.00,15.21,+22.79
Jannik Sinner,Sports,Tennis,36.00,45.87,-9.87
Coco Gauff,Sports,Tennis,30.00,16.57,+13.43
Aryna Sabalenka,Sports,Tennis,26.00,17.87,+8.13
Naomi Osaka,Sports,Tennis,26.00,17.23,+8.77
Iga Swiatek,Sports,Tennis,24.00,22.79,+1.21
Emma Raducanu,Sports,Tennis,16.00,11.72,+4.28
Nick Kyrgios,Sports,Tennis,16.00,13.07,+2.93
Taylor Fritz,Sports,Tennis,14.00,15.43,-1.43
Ben Shelton,Sports,Tennis,12.00,12.21,-0.21
Elena Rybakina,Sports,Tennis,10.00,13.71,-3.71
Jessica Pegula,Sports,Tennis,10.00,13.21,-3.21
Joao Fonseca,Sports,Tennis,10.00,6.70,+3.30
Mirra Andreeva,Sports,Tennis,10.00,9.63,+0.37
Learner Tien,Sports,Tennis,6.00,4.20,+1.80
Usain Bolt,Sports,Track and Field,42.00,43.79,-1.79
Noah Lyles,Sports,Track and Field,20.00,13.17,+6.83
Sha'Carri Richardson,Sports,Track and Field,20.00,13.37,+6.63
